Tag	1_lambda	BioSample	BioSpecimen	Chao1	Chao1_LB	Chao1_UL	Hprime	Molecule	MoleculeType	Obs	Site	WGS_Hprime	qD	site_norm
SRS022788	9.72025721423472	SRS022788	700098744	1266.31428571429	1064.77985501099	1545.83968778118	3.80679618158655	DNA	G	544	Attached/Keratinized gingiva		544	attached_keratinized_gingiva
SRS051191	10.1964259104516	SRS051191	700109997	1542.16447368421	1285.54177288608	1890.43836728692	4.23003520080947	DNA	G	567	Palatine Tonsils		567	palatine_tonsils
SRS048697	43.4857950745769	SRS048697	700107386	1846.05882352941	1651.08572859733	2094.11845018426	5.17921170933083	DNA	G	935	Throat		935	throat
SRS056710	2.51330914066761	SRS056710	700038494	648.191489361702	550.430123794827	798.630350801909	1.92881946452218	DNA	G	369	L_Retroauricular crease		369	left_retroauricular_crease
SRS044889	36.4286719537475	SRS044889	700107054	1173.50588235294	1007.82239735983	1399.94557898998	4.7914002143076	DNA	G	556	L_Retroauricular crease		556	left_retroauricular_crease
SRS051854	91.8748839117173	SRS051854	700105889	2264.03669724771	2075.01530688754	2497.49640328124	5.7190642671185	DNA	G	1271	Palatine Tonsils		1271	palatine_tonsils
SRS018976	56.105562180604	SRS018976	700037445	1824.34394904459	1646.00047733087	2051.62029852096	5.39074133676211	DNA	G	996	Subgingival plaque		996	subgingival_plaque
SRS021838	132.472554034683	SRS021838	700097574	2700.05118110236	2331.686365769	3165.77838765114	6.06538574963941	DNA	G	938	Saliva		938	saliva
SRS023909	8.9394341929871	SRS023909	700100307	1945.46012269939	1748.66310306089	2194.26598604103	4.23926828437622	DNA	G	1004	L_Retroauricular crease		1004	left_retroauricular_crease
SRS023784	147.208605587878	SRS023784	700100177	2218.37575757576	1981.53811926036	2515.17040434224	6.03673144980406	DNA	G	1046	Supragingival plaque		1046	supragingival_plaque
SRS046041	33.1933918883054	SRS046041	700109394	2122.1641025641	1921.65677186692	2371.4820435015	5.45481954025169	DNA	G	1098	Throat		1098	throat
SRS015207	87.4636307780453	SRS015207	700023862	2198	1981.98239732592	2468.15282029548	5.85186548536529	DNA	G	1120	Saliva		1120	saliva
SRS053630	45.0606255583443	SRS053630	700038750	1390.48076923077	1222.29300626372	1614.7611673534	4.9359123690016	DNA	G	718	Supragingival plaque		718	supragingival_plaque
SRS016463	28.6228433682727	SRS016463	700032159	1712.81818181818	1453.15971212538	2058.78745304959	4.6263739712571	DNA	G	672	Attached/Keratinized gingiva		672	attached_keratinized_gingiva
SRS045739	148.221036498837	SRS045739	700108161	1799.6914893617	1648.46356298515	1990.79969269449	5.9446915724689	DNA	G	1075	Stool		1075	stool
SRS023913	19.88048888529	SRS023913	700100311	770.384615384615	648.814579222244	951.593086617694	4.17324322004657	DNA	G	401	Anterior nares		401	anterior_nares
SRS016914	38.6441269652519	SRS016914	700033380	1181.76	950.48349803581	1516.00189078411	4.70715041907188	DNA	G	431	R_Antecubital fossa		431	right_antecubital_fossa
SRS017166	7.69220798469565	SRS017166	700033733	3925.16216216216	3659.93410824275	4236.61161305591	4.34058198288691	DNA	G	2138	Hard palate		2138	hard_palate
SRS013334	32.1845444877703	SRS013334	700016053	214.173913043478	180.394886236969	281.12713452921	4.01965694144224	DNA	G	146	L_Antecubital fossa		146	left_antecubital_fossa
SRS023296	1	SRS023296	700099458	1	NA	NA	NA	DNA	G	1	L_Antecubital fossa		1	left_antecubital_fossa
SRS017808	114.463697625343	SRS017808	700034913	2728.28169014085	2472.19697578235	3041.38218728164	5.95613502813754	DNA	G	1322	Tongue dorsum		1322	tongue_dorsum
SRS021173	14.316113610904	SRS021173	700096720	854.814516129032	720.478681941629	1048.61454803658	3.80033247164056	DNA	G	417	Mid vagina		417	mid_vagina
SRS015377	32.7979213322662	SRS015377	700024032	2276.0298013245	2028.35042263738	2588.39526351252	5.13153033568017	DNA	G	1080	Throat		1080	throat
SRS016903	125.217903399708	SRS016903	700033369	1917.40540540541	1698.60502692502	2195.26488669542	5.79878392162141	DNA	G	888	Tongue dorsum		888	tongue_dorsum
SRS049950	16.1616504430088	SRS049950	700109873	1160.64851485149	1012.3512301732	1360.40718091866	4.39090253640275	DNA	G	585	Attached/Keratinized gingiva		585	attached_keratinized_gingiva
SRS057452	115.465023263406	SRS057452	700109762	1407.18965517241	1198.87270806331	1687.84853394392	5.63796430768166	DNA	G	599	Supragingival plaque		599	supragingival_plaque
SRS062781	19.327564534864	SRS062781	700111304	2563.88043478261	2296.75407327552	2893.94504250552	5.03155686159161	DNA	G	1163	Buccal mucosa		1163	buccal_mucosa
SRS045303	6.32393421688924	SRS045303	700105877	1520.00342465753	1371.08219056071	1712.83342128725	3.5536109937566	DNA	G	866	L_Retroauricular crease		866	left_retroauricular_crease
SRS043365	239.730285714285	SRS043365	700106339	2390	1943.73028455443	2987.40584797455	6.14610463584404	DNA	G	626	Saliva		626	saliva
SRS020753	4.45454545454546	SRS020753	700096178	7.25	5.26590143256262	24.0390098737348	1.5498260458782	DNA	G	5	R_Antecubital fossa		5	right_antecubital_fossa
SRS013528	75.9946623893898	SRS013528	700016549	2745.03333333333	2511.14820198681	3029.28199201887	5.83132559778221	DNA	G	1425	Hard palate		1425	hard_palate
SRS070529	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA
SRS045872	1	SRS045872	700101789	1	NA	NA	NA	DNA	G	1	Anterior nares		1	anterior_nares
SRS020224	88.0715191125513	SRS020224	700095477	2098.5308988764	1887.10396831065	2362.91498714623	5.93079624046411	DNA	G	1043	Palatine Tonsils		1043	palatine_tonsils
SRS015220	22.4747474747475	SRS015220	700023875	215.361111111111	163.98881534875	317.49649416815	3.88865314678759	DNA	G	112	L_Antecubital fossa		112	left_antecubital_fossa
SRS047497	23.351541712318	SRS047497	700101304	1333.05357142857	1151.21864188372	1580.72425226805	4.77232566596863	DNA	G	649	L_Retroauricular crease		649	left_retroauricular_crease
SRS014850	2.3288837299823	SRS014850	700023504	764.114285714286	663.226408310716	909.994097892412	2.01665228932747	DNA	G	437	L_Retroauricular crease		437	left_retroauricular_crease
SRS020261	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.08952554319043	NA	NA
SRS019746	145.687411920917	SRS019746	700038222	1464.08275862069	1322.63035415438	1647.87011375919	5.76174976034407	DNA	G	850	Supragingival plaque		850	supragingival_plaque
SRS046717	74.6284690925544	SRS046717	700038493	1863.30620155039	1662.34145185312	2122.94362091204	5.57938652563837	DNA	G	974	Stool		974	stool
SRS020634	238.143200755949	SRS020634	700096059	1863.95161290323	1622.67169587173	2174.48091545419	6.1631185030539	DNA	G	782	Supragingival plaque		782	supragingival_plaque
SRS071964	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA
SRS064972	11.4758198092068	SRS064972	700111175	858.601265822785	756.702918547979	1003.45843725956	4.2156156418398	DNA	G	515	Vaginal introitus		515	vaginal_introitus
SRS018481	72.9479174160135	SRS018481	700035945	893.802631578947	699.760604878816	1189.67353790847	5.05584616618405	DNA	G	330	L_Retroauricular crease		330	left_retroauricular_crease
SRS019643	41.4950073117377	SRS019643	700038114	2554.89265536723	2303.00143819476	2867.85133881662	5.00093893984103	DNA	G	1264	Hard palate		1264	hard_palate
SRS063945	119.778339261995	SRS063945	700114813	2911.06156716418	2675.68785599623	3194.70692607983	6.20164629806042	DNA	G	1528	Palatine Tonsils		1528	palatine_tonsils
SRS055579	5.35229655114155	SRS055579	700108115	706.531746031746	601.001235783967	860.907116943828	2.94791543344491	DNA	G	373	Mid vagina		373	mid_vagina
SRS056043	260.595421436006	SRS056043	700103564	2379.1914893617	1993.98108684943	2881.15190156255	6.25892837873771	DNA	G	723	Saliva		723	saliva
SRS049459	26.0029316366735	SRS049459	700038395	1838.9696969697	1628.22733858934	2110.03627762196	4.93807396447588	DNA	G	892	Tongue dorsum		892	tongue_dorsum
SRS063323	11.7062480700954	SRS063323	700114803	1529.40833333333	1251.48151853769	1917.29293683101	4.29966565476111	DNA	G	549	Anterior nares		549	anterior_nares
SRS055077	4.4769590266719	SRS055077	700038541	1274.58252427184	1131.76969300845	1466.92669579599	3.31159529044571	DNA	G	720	L_Retroauricular crease		720	left_retroauricular_crease
SRS024560	144.051997705982	SRS024560	700101851	2099.34228187919	1865.64703614919	2395.12318882609	5.99214535463976	DNA	G	986	Throat		986	throat
SRS050184	4.23527493134493	SRS050184	700038759	517.011904761905	432.026567070971	651.798515201076	2.81279295674685	DNA	G	287	Posterior fornix		287	posterior_fornix
SRS047396	18.879807239367	SRS047396	700110361	2188.75652173913	1887.71513359178	2575.88569801247	4.90510675008274	DNA	G	835	Buccal mucosa		835	buccal_mucosa
SRS016830	11.6237543003777	SRS016830	700033151	1266.55785123967	1142.10851580648	1432.51692561914	3.88362332059117	DNA	G	769	Posterior fornix		769	posterior_fornix
SRS046763	7.80464075567135	SRS046763	700107382	1423.90666666667	1197.12371430217	1733.89384869128	3.60502524902312	DNA	G	579	Hard palate		579	hard_palate
SRS018537	6.07182302172547	SRS018537	700037004	198.722222222222	128.705846112717	361.750916415451	2.57869672849542	DNA	G	76	L_Retroauricular crease		76	left_retroauricular_crease
SRS017167	9.99921707272864	SRS017167	700033734	3220.67407407407	2968.10488567195	3524.10917940143	4.34956542855996	DNA	G	1714	Buccal mucosa		1714	buccal_mucosa
SRS043168	18.5808939496099	SRS043168	700109244	1596.464	1406.46024114263	1843.36876862736	4.17041113925622	DNA	G	772	L_Retroauricular crease		772	left_retroauricular_crease
SRS064877	44.7859534210779	SRS064877	700113107	2414.59183673469	2181.81867148112	2702.16104096375	5.43492773885034	DNA	G	1193	Attached/Keratinized gingiva		1193	attached_keratinized_gingiva
SRS019547	243.390820812895	SRS019547	700038018	3288.5016722408	3066.35795797044	3554.69187133217	6.4647032779147	DNA	G	1946	Throat		1946	throat
SRS016686	10.5767974257572	SRS016686	700032470	450.308823529412	365.651215163544	589.821724632186	3.1533812156214	DNA	G	235	Vaginal introitus		235	vaginal_introitus
SRS016143	8.78551000953289	SRS016143	700024800	126.5	68.606756705546	310.362284025082	2.77094346859228	DNA	G	42	L_Retroauricular crease		42	left_retroauricular_crease
SRS024068	23.1885185652338	SRS024068	700100533	367.012820512821	312.169235512701	458.912548726148	3.9932015291448	DNA	G	231	Posterior fornix		231	posterior_fornix
SRS021715	173.422477102069	SRS021715	700097428	2008.43867924528	1732.07924245532	2368.07831121052	5.93067603518689	DNA	G	815	Subgingival plaque		815	subgingival_plaque
SRS062424	35.6860629689962	SRS062424	700113118	1106.65441176471	932.690446499733	1350.7229194306	4.91786352339786	DNA	G	501	R_Antecubital fossa		501	right_antecubital_fossa
SRS014589	12.1848228361864	SRS014589	700023243	396.565217391304	349.933993709379	473.851292271692	3.66857671079857	DNA	G	279	Vaginal introitus		279	vaginal_introitus
SRS020285	35.0873550570429	SRS020285	700095538	628.177777777778	520.937399081896	793.227793454496	4.36984562596113	DNA	G	322	L_Retroauricular crease		322	left_retroauricular_crease
SRS024075	87.5909417269148	SRS024075	700100540	1995.33585858586	1829.41927017754	2203.12574696852	5.82297160399227	DNA	G	1172	Stool		1172	stool
SRS072309	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA
SRS016195	30.234684260132	SRS016195	700024858	1919.98275862069	1707.68620976137	2190.45747573663	5.02246687521788	DNA	G	933	Hard palate		933	hard_palate
SRS065712	112.639154024316	SRS065712	700113013	1676.94117647059	1511.30315804001	1889.29434154054	5.88121997851802	DNA	G	924	Stool		924	stool
SRS020343	15.4315299406004	SRS020343	700095662	752.010204081633	622.93914558829	945.41814799546	3.85741619847012	DNA	G	364	R_Retroauricular crease		364	right_retroauricular_crease
SRS013260	19.7289140666535	SRS013260	700015967	758.627450980392	634.295612835221	944.230295001726	4.04215481876297	DNA	G	382	R_Retroauricular crease		382	right_retroauricular_crease
SRS016399	175.85300353357	SRS016399	700032086	1575.09042553191	1347.91394379054	1877.1806963199	5.85575555989653	DNA	G	659	Anterior nares		659	anterior_nares
SRS020917	50.7742870674688	SRS020917	700096428	1916.62612612613	1658.80490077171	2251.39966349437	5.53934319334504	DNA	G	795	Palatine Tonsils		795	palatine_tonsils
SRS047297	87.4274705660243	SRS047297	700102595	3390.30281690141	3124.46955132058	3707.96512774468	5.98990044104462	DNA	G	1761	Palatine Tonsils		1761	palatine_tonsils
SRS054259	140.411404568732	SRS054259	700105667	1594.60563380282	1428.10713343734	1809.55965762488	5.83763346600546	DNA	G	856	Saliva		856	saliva
SRS013637	15.9656647875385	SRS013637	700016715	1217.27040816327	1063.73798452798	1424.40794651846	4.52808624737483	DNA	G	624	Anterior nares		624	anterior_nares
SRS019653	10.5655551760217	SRS019653	700038124	1435.45564516129	1287.12708068338	1630.78290710392	4.29020975104434	DNA	G	819	R_Antecubital fossa		819	right_antecubital_fossa
SRS016201	106.230316718049	SRS016201	700024864	1868.10964912281	1650.74745254852	2151.57396936488	5.56113488224154	DNA	G	936	Subgingival plaque		936	subgingival_plaque
SRS019430	8.33116245990677	SRS019430	700037901	668.622641509434	572.022241028239	814.590975215658	2.95548876107177	DNA	G	383	L_Retroauricular crease		383	left_retroauricular_crease
SRS019229	23.8452875574022	SRS019229	700037700	1243.01709401709	1118.17107868692	1410.08344686466	4.77451236242717	DNA	G	749	Stool		749	stool
SRS056699	45.167110407354	SRS056699	700109577	1139.07462686567	969.594616742715	1377.66879938179	4.72670968875017	DNA	G	554	L_Retroauricular crease		554	left_retroauricular_crease
SRS015585	9.18247264650731	SRS015585	700024240	534.520833333333	400.038855665002	763.671522529645	2.98957903836739	DNA	G	209	Vaginal introitus		209	vaginal_introitus
SRS020172	11.6543919466215	SRS020172	700095425	890.8203125	757.415776116142	1082.49548098449	3.56376354947625	DNA	G	452	R_Retroauricular crease		452	right_retroauricular_crease
SRS024596	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.05769953511229	NA	NA
SRS018670	18.4504504504505	SRS018670	700037137	139.166666666667	64.8127654299014	398.96135306393	3.25006529118128	DNA	G	35	R_Antecubital fossa		35	right_antecubital_fossa
SRS022209	49.0414560990872	SRS022209	700097978	1930.304	1686.4459599377	2243.75888584453	5.28402856603046	DNA	G	832	Tongue dorsum		832	tongue_dorsum
SRS016795	71.5573067891484	SRS016795	700033012	3415.53630363036	3159.64895999932	3720.33739133258	5.87314970847709	DNA	G	1821	Throat		1821	throat
SRS064799	36.5878168072029	SRS064799	700110758	2261.94976076555	2063.10531033063	2507.85868631158	5.17727912226258	DNA	G	1223	Saliva		1223	saliva
SRS017693	7.97568636427215	SRS017693	700034786	1212.9298245614	991.559773761364	1527.36566168454	3.78801996442433	DNA	G	465	L_Retroauricular crease		465	left_retroauricular_crease
SRS020287	89.6180216149239	SRS020287	700095540	1452.92307692308	1212.2164733278	1779.43870814592	5.59861160028684	DNA	G	537	L_Antecubital fossa		537	left_antecubital_fossa
SRS056115	50.5963703609696	SRS056115	700101298	2568.02777777778	2271.47850581888	2937.16725276294	5.36599544576961	DNA	G	1060	Buccal mucosa		1060	buccal_mucosa
SRS024083	25.4594806498149	SRS024083	700100548	2749.62427745665	2452.41172090141	3117.42535599766	5.34659960699855	DNA	G	1201	Buccal mucosa		1201	buccal_mucosa
SRS013888	60.9853430628283	SRS013888	700021140	1948.68831168831	1758.93675218644	2190.251283121	5.341365904838	DNA	G	1064	Supragingival plaque		1064	supragingival_plaque
SRS052049	89.9284467713788	SRS052049	700106858	360.75	267.638186343672	523.984241837792	4.76423786091053	DNA	G	144	Saliva		144	saliva
SRS017324	66.5315408436022	SRS017324	700034030	1774.36231884058	1577.03401326317	2027.79516603688	5.47208668058543	DNA	G	883	Tongue dorsum		883	tongue_dorsum
SRS020168	30.555302453492	SRS020168	700095421	2214.5487012987	1971.14921324144	2521.16470808048	5.00144703420856	DNA	G	1034	Throat		1034	throat
SRS072332	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA
SRS014987	5.62569318499687	SRS014987	700023642	360	288.951925495357	486.548041804125	2.92943602902601	DNA	G	198	Posterior fornix		198	posterior_fornix
SRS022091	4.0460353214524	SRS022091	700097857	272.568181818182	218.738275824333	374.105381770903	2.49296053848599	DNA	G	158	Mid vagina		158	mid_vagina
SRS017916	61.0152016100052	SRS017916	700035237	1235.7193877551	1097.38542764443	1423.45191362046	5.02583394957571	DNA	G	710	Stool		710	stool
SRS021967	13.1206285666924	SRS021967	700097707	1014.13924050633	875.984107784967	1206.67529895596	3.58625518917213	DNA	G	525	Vaginal introitus		525	vaginal_introitus
SRS015899	65.343874885889	SRS015899	700024554	1908.00290697674	1743.5149353236	2116.66334081528	5.41091760524038	DNA	G	1131	Supragingival plaque		1131	supragingival_plaque
SRS021592	139.167696822127	SRS021592	700097304	1979.84571428571	1792.86344956619	2215.26147060348	6.00860159954455	DNA	G	1071	Subgingival plaque		1071	subgingival_plaque
SRS013007	67.5164650196591	SRS013007	700015394	1729.6912568306	1589.0527783066	1908.50959360418	5.57413776983545	DNA	G	1071	Stool		1071	stool
SRS048127	62.5209900755745	SRS048127	700102966	1906.23255813953	1602.57520489907	2309.40454083422	5.5085001642037	DNA	G	676	Buccal mucosa		676	buccal_mucosa
SRS013295	74.7173580778224	SRS013295	700016008	2209.22471910112	1999.56868445873	2471.48642659787	5.52698794465657	DNA	G	1164	Stool		1164	stool
SRS046039	12.0360418965432	SRS046039	700109249	1076.69565217391	931.943963785506	1274.10061136953	4.50443035948892	DNA	G	534	Vaginal introitus		534	vaginal_introitus
SRS014521	14.6580999358112	SRS014521	700023175	670.210526315789	575.853037221828	811.4639506995	3.90485008210541	DNA	G	386	Vaginal introitus		386	vaginal_introitus
SRS020409	8.21612257030351	SRS020409	700095732	670.666666666667	551.338926128655	851.017700223761	3.50152157329766	DNA	G	318	R_Retroauricular crease		318	right_retroauricular_crease
SRS054402	77.1533712227184	SRS054402	700103488	2631.41276595745	2418.77022482856	2891.2166071839	5.69438395113379	DNA	G	1460	Saliva		1460	saliva
SRS062702	182.295633762518	SRS062702	700111449	3451.18430656934	3149.39353732995	3811.23146885591	6.55420321347673	DNA	G	1586	Palatine Tonsils		1586	palatine_tonsils
SRS053682	15.6178919512038	SRS053682	700103442	689.705128205128	553.447598953775	900.993146158663	4.15861712676603	DNA	G	306	R_Retroauricular crease		306	right_retroauricular_crease
SRS063693	75.4350221807143	SRS063693	700111036	1699.77835051546	1444.34110330708	2036.53785205241	5.79718940976871	DNA	G	642	Palatine Tonsils		642	palatine_tonsils
SRS144694	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA
SRS024561	244.765597431522	SRS024561	700101852	2529.22881355932	2262.29759572236	2860.16113526079	6.42950937838902	DNA	G	1149	Supragingival plaque		1149	supragingival_plaque
SRS049340	14.5190412467487	SRS049340	700105684	238.526315789474	196.968031225564	322.241642423229	3.30515867083441	DNA	G	156	Posterior fornix		156	posterior_fornix
SRS017052	20.5770867183607	SRS017052	700033565	1794.9649122807	1559.97559937621	2100.39006173835	4.61348309084037	DNA	G	776	Tongue dorsum		776	tongue_dorsum
SRS014894	117.301694149203	SRS014894	700023549	2386.90909090909	2151.21376229489	2680.63982406801	5.90953031469225	DNA	G	1194	Supragingival plaque		1194	supragingival_plaque
SRS019325	116.547221844857	SRS019325	700037796	2122.02380952381	1936.62045685074	2353.96581796195	5.98695914187766	DNA	G	1198	Saliva		1198	saliva
SRS052315	76.8181642446709	SRS052315	700103573	2986.31115107914	2760.61910864096	3257.99093210229	5.94592786504951	DNA	G	1653	Subgingival plaque		1653	subgingival_plaque
SRS017873	30.3099053250009	SRS017873	700035171	1215.82352941176	987.043243104206	1545.63866194053	4.56689341156367	DNA	G	469	L_Retroauricular crease		469	left_retroauricular_crease
SRS054455	62.2013651877134	SRS054455	700107890	1260.69230769231	1038.01206403353	1571.13437817287	5.19719141308912	DNA	G	473	R_Antecubital fossa		473	right_antecubital_fossa
SRS064262	304.251687494519	SRS064262	700114115	2928.4776119403	2711.76452095684	3190.44621402979	6.49846819582356	DNA	G	1674	Subgingival plaque		1674	subgingival_plaque
SRS014844	15.4157973637716	SRS014844	700023498	1542.02118644068	1363.71691869581	1775.83701820294	4.41382255641217	DNA	G	791	Buccal mucosa		791	buccal_mucosa
SRS055453	43.6139954853274	SRS055453	700103482	186.038461538462	128.591437543162	308.717088472519	4.08249210641232	DNA	G	78	L_Antecubital fossa		78	left_antecubital_fossa
SRS016495	84.0582998197189	SRS016495	700032222	1249.2	1084.04133030659	1473.39534971681	5.47299298768929	DNA	G	622	Stool		622	stool
SRS046688	9.18968267027834	SRS046688	700106659	438.135135135135	360.088774702055	565.668009603264	3.34090452657814	DNA	G	237	R_Retroauricular crease	1.98941565089059	237	right_retroauricular_crease
SRS021900	15.3504684593601	SRS021900	700097640	1351.65662650602	1153.64452492143	1620.61630941248	4.26394366427945	DNA	G	601	Attached/Keratinized gingiva		601	attached_keratinized_gingiva
SRS015044	183.119535665596	SRS015044	700023699	3289.50626959248	3059.76070908307	3563.24645517517	6.44605940665436	DNA	G	1860	Supragingival plaque	3.75886753856162	1860	supragingival_plaque
SRS070535	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA
SRS022856	32.7932351114415	SRS022856	700098886	811.506493506493	707.39895245878	959.78040117642	4.82698009714706	DNA	G	462	Mid vagina		462	mid_vagina
SRS065068	49.3994478505609	SRS065068	700111819	2084.33802816901	1705.93028608806	2594.60729128982	5.30305341495534	DNA	G	620	Buccal mucosa		620	buccal_mucosa
SRS023284	113.661594562834	SRS023284	700099446	1939.83474576271	1686.48657123268	2266.91788606805	5.62732040597444	DNA	G	816	Saliva		816	saliva
SRS047134	9.66583616399333	SRS047134	700108545	1165.73076923077	1008.53733913454	1379.39886389916	3.89634565862287	DNA	G	571	R_Retroauricular crease		571	right_retroauricular_crease
SRS014800	18.8322515539156	SRS014800	700023454	874.036363636364	732.20421418938	1081.56440387964	3.85094956982509	DNA	G	426	Mid vagina		426	mid_vagina
SRS045826	192.714880952381	SRS045826	700105613	1063.09090909091	914.056366763884	1267.0962342929	5.80309382257352	DNA	G	510	Stool		510	stool
SRS056976	106.771231332935	SRS056976	700102531	4946.72249388753	4644.15770437241	5298.42185297747	6.19397541807304	DNA	G	2781	Supragingival plaque		2781	supragingival_plaque
SRS057619	42.224444615363	SRS057619	700106993	1693.48529411765	1523.73676570099	1913.36905768753	5.00715148261101	DNA	G	949	Supragingival plaque		949	supragingival_plaque
SRS053606	66.947261613087	SRS053606	700108966	1524.66055045872	1326.64662555697	1785.2448505223	5.47503982093777	DNA	G	700	Supragingival plaque		700	supragingival_plaque
SRS051772	9.1031698392377	SRS051772	700105470	1372.02173913043	1181.55141485813	1628.03059054696	3.8321745022013	DNA	G	628	Hard palate		628	hard_palate
SRS024066	25.1560140516668	SRS024066	700100531	296.7	259.307315793963	363.648637839553	4.01170587766993	DNA	G	212	Vaginal introitus		212	vaginal_introitus
SRS024017	43.3868974042027	SRS024017	700100479	1639.4898989899	1405.55476618787	1948.33474272936	5.19590115516822	DNA	G	675	Buccal mucosa		675	buccal_mucosa
SRS049045	31.700715318695	SRS049045	700102124	1999.24060150376	1760.4328800659	2304.55980056767	5.38204983068853	DNA	G	903	Throat		903	throat
SRS012736	32.0499530151743	SRS012736	700014606	1906.97535211268	1710.07651930793	2159.17364124231	4.80499114848884	DNA	G	1009	Attached/Keratinized gingiva		1009	attached_keratinized_gingiva
SRS017388	193.678885555082	SRS017388	700034094	2252.56145251397	2026.97108364374	2533.77217424206	6.25328256468421	DNA	G	1112	Subgingival plaque		1112	subgingival_plaque
SRS022659	247.437559219253	SRS022659	700098611	2668.06684491979	2389.96506830674	3010.72859928298	6.37549619417522	DNA	G	1192	Supragingival plaque		1192	supragingival_plaque
SRS016575	165.530200539377	SRS016575	700032328	3087.31380753138	2826.50517875897	3403.13323772268	6.27122269274962	DNA	G	1590	Supragingival plaque	3.99477158973394	1590	supragingival_plaque
SRS015988	78.2608868269948	SRS015988	700024643	1570.50420168067	1390.29628123367	1806.48251881136	5.42719551478621	DNA	G	808	Throat		808	throat
SRS013938	59.6747728058475	SRS013938	700021293	1392.39682539683	1248.64527544087	1581.70050436957	5.12996223043462	DNA	G	795	Supragingival plaque		795	supragingival_plaque
SRS065286	87.4705064413588	SRS065286	700113059	2107.02040816327	1920.38252308347	2339.71131414716	5.76427180581619	DNA	G	1164	Hard palate		1164	hard_palate
SRS063757	37.807629076569	SRS063757	700113108	2691.09343434343	2422.58632977415	3020.77218445352	5.50021888849859	DNA	G	1244	Palatine Tonsils		1244	palatine_tonsils
SRS045355	9.96924905044115	SRS045355	700038962	1256.69540229885	1083.98418179657	1491.55276598389	3.83431996872509	DNA	G	604	Attached/Keratinized gingiva		604	attached_keratinized_gingiva
SRS056297	14.5376344086022	SRS056297	700108613	110.125	56.3959068998951	282.186051703052	3.13167790981618	DNA	G	32	R_Antecubital fossa		32	right_antecubital_fossa
SRS013091	4.21887318909209	SRS013091	700015666	718.96	602.940660182226	893.51830026559	2.75230141151631	DNA	G	373	R_Retroauricular crease		373	right_retroauricular_crease
SRS023729	4.999135819269	SRS023729	700100036	777.836956521739	636.348695114314	990.732463495023	3.03194938034299	DNA	G	356	L_Retroauricular crease		356	left_retroauricular_crease
SRS062853	16.9067433012223	SRS062853	700112001	804.633333333333	523.138315129598	1316.38299564341	4.07010516947732	DNA	G	179	L_Antecubital fossa		179	left_antecubital_fossa
SRS020518	167.792861005948	SRS020518	700095841	2387.70967741936	2148.82825538485	2683.83700263224	6.12393003761813	DNA	G	1152	Palatine Tonsils		1152	palatine_tonsils
SRS062823	140.811963161649	SRS062823	700113069	1846.65406976744	1674.5381748539	2064.51843547742	5.87656003237879	DNA	G	1027	L_Antecubital fossa		1027	left_antecubital_fossa
SRS022396	95.7987923844402	SRS022396	700098271	2234.63705583756	2026.2032867906	2493.16823196413	5.8549155898199	DNA	G	1159	Saliva		1159	saliva
SRS013628	17.3037536390033	SRS013628	700016706	1015.08333333333	837.447906854989	1272.3114230457	4.20355213177037	DNA	G	441	L_Retroauricular crease		441	left_retroauricular_crease
SRS062673	107.022337107084	SRS062673	700110823	3015.78125	2625.81709076393	3502.06565201676	6.15510618269149	DNA	G	1047	Throat		1047	throat
SRS065107	72.4602661808836	SRS065107	700113019	2539.45333333333	2257.8117811863	2893.15258439989	5.47106381063185	DNA	G	1157	Attached/Keratinized gingiva		1157	attached_keratinized_gingiva
SRS018662	13.8029851047061	SRS018662	700037129	1229.00526315789	1069.85810985458	1444.08122915859	4.13888164645049	DNA	G	617	Attached/Keratinized gingiva		617	attached_keratinized_gingiva
SRS022979	97.6798042171793	SRS022979	700099013	2367.85952380952	2153.48582390575	2632.05088163226	5.92085364087827	DNA	G	1231	Throat		1231	throat
SRS044925	20.2269282110455	SRS044925	700103272	596.5	500.048396642069	746.710620897732	4.18504562689412	DNA	G	327	R_Retroauricular crease		327	right_retroauricular_crease
SRS013083	78.9274856478652	SRS013083	700015642	3075.34631147541	2809.82973455093	3396.16364795311	5.89917295980351	DNA	G	1535	Hard palate		1535	hard_palate
SRS054331	8.74935224574892	SRS054331	700105145	677.471153846154	563.416565549523	848.228051674595	3.68909481836474	DNA	G	334	L_Retroauricular crease		334	left_retroauricular_crease
SRS021713	39.1483382347336	SRS021713	700097426	2699.84782608696	2436.81365284069	3021.87430056349	5.4441968759347	DNA	G	1264	Throat		1264	throat
SRS055457	71.5355577632824	SRS055457	700109461	2565.44805194805	2357.9178869344	2819.59358181139	5.5560915605826	DNA	G	1434	Supragingival plaque		1434	supragingival_plaque
SRS016363	169.978130511465	SRS016363	700032027	2461.76470588235	2179.17840555004	2815.95839812441	6.13602932819358	DNA	G	1064	Subgingival plaque		1064	subgingival_plaque
